content,intent,Intent_number
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-467ed2092c054cce558324bfb79842f9 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-467ed2092c054cce558324bfb79842f9/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-467ed2092c054cce558324bfb79842f9 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-467ed2092c054cce558324bfb79842f9>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-467ed2092c054cce558324bfb79842f9</a><OriginalName v=Untitled.png></OriginalName><FileSize v=152419></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
how to tackle this ?,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-5fdc518a2df56fe822d129090ad5e1fc url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-5fdc518a2df56fe822d129090ad5e1fc/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-5fdc518a2df56fe822d129090ad5e1fc width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-5fdc518a2df56fe822d129090ad5e1fc>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-5fdc518a2df56fe822d129090ad5e1fc</a><OriginalName v=Untitled.png></OriginalName><FileSize v=161186></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
ok,Thank_you,8
it shows invalid syntax,code_error,55
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-815f931bedb4e96c9d2c68fd116fef58 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-815f931bedb4e96c9d2c68fd116fef58/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-815f931bedb4e96c9d2c68fd116fef58 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-815f931bedb4e96c9d2c68fd116fef58>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-815f931bedb4e96c9d2c68fd116fef58</a><OriginalName v=Untitled.png></OriginalName><FileSize v=114118></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-b43809ed4b386ec1b630ec4061002435 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-b43809ed4b386ec1b630ec4061002435/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-b43809ed4b386ec1b630ec4061002435 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-b43809ed4b386ec1b630ec4061002435>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-b43809ed4b386ec1b630ec4061002435</a><OriginalName v=Untitled.png></OriginalName><FileSize v=163851></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
in review scrapper project i was trying to review on myntra and ajio but after the execution the product review shows something went wrong,review_scrapping,41
is it blocking ?,need_help,23
can you sujjest me some sites name other than flipkart,need_help,23
its taking much time now ,need_help,23
do you have any idea about such sites,need_help,23
ok thank you sir,Thank_you,8
sir  while implementing webscrapper and review scrapper the deployment is successful but on searching the product it shows url not found ,review_scrapping,41
and i have provided the given url ,sure,18
I was practicing on pinterest and shopclues both shows same result,need_help,23
can u sujjest where it is going wrong?,need_help,23
yes ,Thank_you,8
yes,Thank_you,8
but in local system it shows same error,code_error,55
ok,Thank_you,8
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-12c1f8ad817f739caf640e2640caef8b url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-12c1f8ad817f739caf640e2640caef8b/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-12c1f8ad817f739caf640e2640caef8b width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-12c1f8ad817f739caf640e2640caef8b>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-12c1f8ad817f739caf640e2640caef8b</a><OriginalName v=Untitled.png></OriginalName><FileSize v=119431></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-38c61cf8aa9a206778185b43ab8301a5 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-38c61cf8aa9a206778185b43ab8301a5/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-38c61cf8aa9a206778185b43ab8301a5 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-38c61cf8aa9a206778185b43ab8301a5>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-38c61cf8aa9a206778185b43ab8301a5</a><OriginalName v=Untitled.png></OriginalName><FileSize v=117057></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
till here it is working but after that above error page was showing,code_error,55
sir it shows the same result,need_help,23
url also I hve copy pasted nothing changed in that,need_help,23
ok,Thank_you,8
sir i think my file is also ok just the point is url is showing incorrect,need_help,23
even flipkart site also so the problem is not in the file as i think,Thank_you,8
Hi Sir,Greetings,0
I am from ML masters 29th August batch,batch_details,9
"I have a dount regarding python ..I am confused with islower, isupper and istitle methods in strings ..",string_python,197
s.islower()s.isupper()s.istitle()but here these returns true or false value,string_python,197
and something called as cased characters are mentioned ..ca u explain me that also,string_python,197
okay Thank you <ss type=smile>:-)</ss>,Thank_you,8
Hi,Greetings,0
 have a doubt in submitting the assingment,assignment_submittion,15
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-3156a4c9be6fa6456b3c25917affbc9a url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-3156a4c9be6fa6456b3c25917affbc9a/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-3156a4c9be6fa6456b3c25917affbc9a width=1283 height=347>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-3156a4c9be6fa6456b3c25917affbc9a>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-3156a4c9be6fa6456b3c25917affbc9a</a><OriginalName v=picturemessage_124oru0k.qke.png></OriginalName><FileSize v=22210></FileSize><meta type=photo originalName=picturemessage_124oru0k.qke.png></meta></URIObject>",O,4
here submit assignment button is not available,assignment_submittion,15
submitted!!,Thank_you,8
thank you,Thank_you,8
<ss type=smile>:-)</ss>,Thank_you,8
Hi Sir/Madam,Greetings,0
"In Pandas assignmentsdf = pd.DataFrame({&apos;From_To&apos;: [&apos;LoNDon_paris&apos;, &apos;MAdrid_miLAN&apos;, &apos;londON_StockhOlm&apos;,  &apos;Budapest_PaRis&apos;, &apos;Brussels_londOn&apos;],  &apos;FlightNumber&apos;: [10045, np.nan, 10065, np.nan, 10085],  &apos;RecentDelays&apos;: [[23, 47], [], [24, 43, 87], [13], [67, 32]],  &apos;Airline&apos;: [&apos;KLM(!)&apos;, &apos;&lt;Air France&gt; (12)&apos;, &apos;(British Airways. )&apos;,  &apos;12. Air France&apos;, &apos;&quot;Swiss Air&quot;&apos;]}) I cannot interpret what this problem statement means, can you help me out on thisQuestion: In the RecentDelays column, the values have been entered into the DataFrame as a list. We would like each first value in its own column, each second value in its own column, and so on. If there isn&apos;t an Nth value, the value should be NaN.  Expand the Series of lists into a DataFrame named delays, rename the columns delay_1, delay_2, etc. and replace the unwanted RecentDelays column in df with delays. ",assignment_pandas,43
actually I got the data set ..but I don&apos;t get what this question means,assignment_doubt,30
" In the RecentDelays column, the values have been entered into the DataFrame as a list. We would like each first value in its own column, each second value in its own column, and so on. If there isn&apos;t an Nth value, the value should be NaN.  Expand the Series of lists into a DataFrame named delays, rename the columns delay_1, delay_2, etc. and replace the unwanted RecentDelays column in df with delays. ",assignment_pandas,43
"still cannot able to understand, is there any specification to explain thor&apos; a call",assignment_doubt,30
ok,good_bye,17
hi sir/madam,Greetings,0
sudhansu sir gave an assignment last week during the classI have solved thatcan u assess that and say whether its correct that or not,assignment_doubt,30
But this is an assignment gave in the class its not there in the dashboard<e_m a=live:cibim04 ts_ms=1599987750793 ts=1599987750 t=61></e_m>,assignment_doubt,30
and he din&apos;t say to submit it thro dashboard,assignment_doubt,30
But this is an assignment gave in the class its not there in the dashboard,assignment_doubt,30
can I send the problem statement and my code here,sure,18
ok,good_bye,17
"Problem statement:Take the data set from this link and covert it into a dataframeThe data set contains nested dictionary values into it, break them and put everything into a single data frameExtract all the columns from each and every data frame and merge everything into a single dataset",assignment_doubt,30
"Code:import requestsurl = &apos;<a href=https://api.github.com/repos/pandas-dev/pandas/issues>https://api.github.com/repos/pandas-dev/pandas/issues</a>&apos;resp = requests.get(url)respdata=resp.json()df=pd.DataFrame(data)df1=df.copy()a=[]for i in range(len(df1.columns)):  if(type(df1[df1.columns[i]][0])==dict):      b=pd.DataFrame(dict(df1[df1.columns[i]]))      a.append(b.T)  df_full= pd.concat([df1,a[0],a[1]], ignore_index=True, sort=True)df_full",assignment_doubt,30
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-891e139f6fb7cb105855e7c5b03489ee url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-891e139f6fb7cb105855e7c5b03489ee/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-891e139f6fb7cb105855e7c5b03489ee width=1105 height=517>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-891e139f6fb7cb105855e7c5b03489ee>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-891e139f6fb7cb105855e7c5b03489ee</a><OriginalName v=picturemessage_axzccmzs.pkc.png></OriginalName><FileSize v=32545></FileSize><meta type=photo originalName=picturemessage_axzccmzs.pkc.png></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-a0498256af0a930d0c562225b19eb30f url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-a0498256af0a930d0c562225b19eb30f/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-a0498256af0a930d0c562225b19eb30f width=1002 height=511>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-a0498256af0a930d0c562225b19eb30f>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-a0498256af0a930d0c562225b19eb30f</a><OriginalName v=picturemessage_zxnsxjor.qvb.png></OriginalName><FileSize v=47737></FileSize><meta type=photo originalName=picturemessage_zxnsxjor.qvb.png></meta></URIObject>",O,4
Hi Sir/Madam<e_m a=live:cibim04 ts_ms=1600008091998 ts=1600008091 t=61></e_m>,Greetings,0
Hi Sir/Madam,Greetings,0
For this piece of code where I am trying to convert string to floatdf1[&quot;Sub_metering_1&quot;] = df1[&quot;Sub_metering_1&quot;].astype(float)I am getting this erro:,python_conversion_datatype,53
"ValueError                                Traceback (most recent call last)&lt;ipython-input-116-e52a0b5f3de4&gt; in &lt;module&gt;----&gt; 1 df1[&quot;Sub_metering_1&quot;] = df1[&quot;Sub_metering_1&quot;].astype(float)~\Anaconda3\lib\site-packages\pandas\core\generic.py in astype(self, dtype, copy, errors)   5696         else:   5697             # else, only a single dtype is given-&gt; 5698             new_data = self._data.astype(dtype=dtype, copy=copy, errors=errors)   5699             return self._constructor(new_data).__finalize__(self)   5700 ~\Anaconda3\lib\site-packages\pandas\core\internals\managers.py in astype(self, dtype, copy, errors)    580     581     def astype(self, dtype, copy: bool = False, errors: str = &quot;raise&quot;):--&gt; 582         return self.apply(&quot;astype&quot;, dtype=dtype, copy=copy, errors=errors)    583     584     def convert(self, **kwargs):~\Anaconda3\lib\site-packages\pandas\core\internals\managers.py in apply(self, f, filter, **kwargs)    440                 applied = b.apply(f, **kwargs)    441             else:--&gt; 442                 applied = getattr(b, f)(**kwargs)    443             result_blocks = _extend_blocks(applied, result_blocks)    444 ~\Anaconda3\lib\site-packages\pandas\core\internals\blocks.py in astype(self, dtype, copy, errors)    623             vals1d = values.ravel()    624             try:--&gt; 625                 values = astype_nansafe(vals1d, dtype, copy=True)    626             except (ValueError, TypeError):    627                 # e.g. astype_nansafe can fail on object-dtype of strings~\Anaconda3\lib\site-packages\pandas\core\dtypes\cast.py in astype_nansafe(arr, dtype, copy, skipna)    895     if copy or is_object_dtype(arr) or is_object_dtype(dtype):    896         # Explicit copy, or required since NumPy can&apos;t view from / to object.--&gt; 897         return arr.astype(dtype, copy=True)    898     899     return arr.view(dtype)ValueError: could not convert string to float: &apos;?&apos;",code_error,55
can u guide me on this,sure,18
but my data set is a power consumption data set,code_error,55
in that voltage column,code_error,55
which has only float values in it ..python has automatically assigned it into object and now am not able to convert it into float,code_error,55
my data set has a size of 126mb ..is it advisable to opt colab?,colab_help,57
okay cool,good_bye,17
can u just send me that initial drive code ..I tried in google but was not getting the actual code for that,drive_code_colab,56
means the initil code to setup drive in colab,drive_code_colab,56
okay thanks <ss type=smile>:-)</ss>,good_bye,17
hi sir/madam,Greetings,0
I have a doubt regarding one of the EDA&apos;s uploaded in dashboard,EDA_code,59
can I shoot that here,sure,18
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-bb8eadcffb940262fc3d1f5d4a54cfd8 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-bb8eadcffb940262fc3d1f5d4a54cfd8/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-bb8eadcffb940262fc3d1f5d4a54cfd8 width=550 height=106>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-bb8eadcffb940262fc3d1f5d4a54cfd8>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-bb8eadcffb940262fc3d1f5d4a54cfd8</a><OriginalName v=picturemessage_1apzceki.meq.png></OriginalName><FileSize v=10693></FileSize><meta type=photo originalName=picturemessage_1apzceki.meq.png></meta></URIObject>",O,4
I wanted to know the explanation of this line and also ..this is an if statement and there no code after fi statement ..in this case what is the use of this statement,code_error,55
okay got that ..what does this year : dd mean .. now as a result of first iteration I will be getting dd value as dd[datas  present for 2011],code_error,55
now what will year contain,code_error,55
what is the use of colon here ..I am not getting that point,code_error,55
if a:b means if a equals to be ..is this correct?,code_error,55
I got the point,great,19
okay if year: means if year has any value then do this ..is it like that?,code_error,55
okay okay ..can u tell the explaination for 2nd statement also,code_error,55
"dd.loc[:, (&apos;hour&apos;)]will this create a new column called as hour",code_error,55
so this statement will create a new column called as hour for all the rows present in my data set,code_error,55
my dataset has no column named as hour befor this code ..that&apos;s why asked this question whether this would create a new columns called as hour,code_error,55
thank you for the quick clarification buddy!!,good_bye,17
Hi,Greetings,0
"In Pandas assignmentsdf = pd.DataFrame({&apos;From_To&apos;: [&apos;LoNDon_paris&apos;, &apos;MAdrid_miLAN&apos;, &apos;londON_StockhOlm&apos;,  &apos;Budapest_PaRis&apos;, &apos;Brussels_londOn&apos;],  &apos;FlightNumber&apos;: [10045, np.nan, 10065, np.nan, 10085],  &apos;RecentDelays&apos;: [[23, 47], [], [24, 43, 87], [13], [67, 32]],  &apos;Airline&apos;: [&apos;KLM(!)&apos;, &apos;&lt;Air France&gt; (12)&apos;, &apos;(British Airways. )&apos;,  &apos;12. Air France&apos;, &apos;&quot;Swiss Air&quot;&apos;]}) I cannot interpret what this problem statement means, can you help me out on thisQuestion: In the RecentDelays column, the values have been entered into the DataFrame as a list. We would like each first value in its own column, each second value in its own column, and so on. If there isn&apos;t an Nth value, the value should be NaN. Expand the Series of lists into a DataFrame named delays, rename the columns delay_1, delay_2, etc. and replace the unwanted RecentDelays column in df with delays.",assignment_pandas,43
